Terminal;Conexion;Hora inicio de sesion;Hora de fin de sesion;Facturas;Histograma;En tu banco
WEB;WiFi;2021-08-19 08:25:55.192;2021-08-19 08:25:58.479;2056;3287;678
WEB;WiFi;2021-08-19 08:26:30.658;2021-08-19 08:26:33.767;2052;3109;82
WEB;WiFi;2021-08-19 08:27:05.864;2021-08-19 08:27:10.203;1998;4339;100
WEB;WiFi;2021-08-19 08:27:41.743;2021-08-19 08:27:46.616;1975;4873;602
WEB;WiFi;2021-08-19 08:28:19.751;2021-08-19 08:28:23.983;1922;4232;476
WEB;WiFi;2021-08-19 08:28:56.559;2021-08-19 08:28:59.669;2264;3110;88
WEB;WiFi;2021-08-19 08:29:31.804;2021-08-19 08:29:35.479;1701;3675;628
WEB;WiFi;2021-08-19 08:30:07.513;2021-08-19 08:30:11.604;1349;4091;665
WEB;WiFi;2021-08-19 08:30:43.828;2021-08-19 08:30:48.226;2127;4398;814
WEB;WiFi;2021-08-19 08:31:26.000;2021-08-19 08:31:31.717;2136;5717;738
WEB;WiFi;2021-08-19 08:32:06.335;2021-08-19 08:32:10.202;2017;3867;870
WEB;WiFi;2021-08-19 08:32:45.912;2021-08-19 08:32:49.908;2272;3996;100
WEB;WiFi;2021-08-19 08:33:22.551;2021-08-19 08:33:25.582;2172;3031;86
WEB;WiFi;2021-08-19 08:35:04.512;2021-08-19 08:35:08.058;2694;3546;830
WEB;WiFi;2021-08-19 08:35:46.944;2021-08-19 08:35:51.486;2537;4542;1120
WEB;WiFi;2021-08-19 08:36:38.869;2021-08-19 08:36:43.063;2608;4194;152
WEB;WiFi;2021-08-19 08:37:20.315;2021-08-19 08:37:25.154;2393;4839;131
WEB;WiFi;2021-08-19 08:38:03.246;2021-08-19 08:38:07.041;2384;3795;98
WEB;WiFi;2021-08-19 08:40:17.152;2021-08-19 08:40:21.439;2692;4287;88
WEB;WiFi;2021-08-19 08:41:02.682;2021-08-19 08:41:06.797;3712;4115;88
WEB;WiFi;2021-08-19 08:41:46.857;2021-08-19 08:41:52.386;2325;5529;67
WEB;WiFi;2021-08-19 08:42:31.874;2021-08-19 08:42:35.544;1971;3670;85
WEB;WiFi;2021-08-19 08:43:12.931;2021-08-19 08:43:16.123;2132;3192;102
WEB;WiFi;2021-08-19 08:43:54.861;2021-08-19 08:43:57.983;2138;3122;823
WEB;WiFi;2021-08-19 08:44:38.551;2021-08-19 08:44:41.550;2808;2999;843
WEB;WiFi;2021-08-19 08:45:21.331;2021-08-19 08:45:24.766;2444;3435;85
WEB;WiFi;2021-08-19 08:46:07.938;2021-08-19 08:46:12.443;2164;4505;678
WEB;WiFi;2021-08-19 08:46:46.064;2021-08-19 08:46:49.387;2351;3323;594
WEB;WiFi;2021-08-19 08:47:24.700;2021-08-19 08:47:28.365;3068;3665;732
WEB;WiFi;2021-08-19 08:48:08.482;2021-08-19 08:48:12.215;2339;3733;697
WEB;WiFi;2021-08-19 08:48:46.211;2021-08-19 08:48:50.268;1957;4057;84
WEB;WiFi;2021-08-19 08:49:23.869;2021-08-19 08:49:27.898;2230;4029;107
WEB;WiFi;2021-08-19 08:50:03.237;2021-08-19 08:50:06.566;1403;3329;923
WEB;WiFi;2021-08-19 08:50:44.732;2021-08-19 08:50:49.103;1339;4371;502
WEB;WiFi;2021-08-19 08:51:24.128;2021-08-19 08:51:27.669;1940;3541;909
WEB;WiFi;2021-08-19 08:52:05.719;2021-08-19 08:52:09.098;2206;3379;801
WEB;WiFi;2021-08-19 08:52:44.170;2021-08-19 08:52:48.416;2169;4246;748
WEB;WiFi;2021-08-19 08:53:24.408;2021-08-19 08:53:28.717;1795;4309;543
WEB;WiFi;2021-08-19 08:54:04.524;2021-08-19 08:54:08.773;2052;4249;97
WEB;WiFi;2021-08-19 08:54:43.204;2021-08-19 08:54:47.878;2171;4674;944
WEB;WiFi;2021-08-19 08:55:23.013;2021-08-19 08:55:27.120;2219;4107;859
WEB;WiFi;2021-08-19 08:56:03.463;2021-08-19 08:56:06.824;1660;3361;821
WEB;WiFi;2021-08-19 08:56:41.385;2021-08-19 08:56:45.193;1677;3808;101
WEB;WiFi;2021-08-19 08:57:22.763;2021-08-19 08:57:27.022;2214;4259;830
WEB;WiFi;2021-08-19 08:58:02.900;2021-08-19 08:58:06.655;2563;3755;1305
WEB;WiFi;2021-08-19 08:58:44.256;2021-08-19 08:58:47.845;1684;3589;502
WEB;WiFi;2021-08-19 08:59:23.179;2021-08-19 08:59:28.278;1710;5099;158
WEB;WiFi;2021-08-19 09:00:03.303;2021-08-19 09:00:06.457;2593;3154;1082
WEB;WiFi;2021-08-19 09:01:13.488;2021-08-19 09:01:19.159;2770;5671;95
WEB;WiFi;2021-08-19 09:01:51.640;2021-08-19 09:01:56.002;1972;4362;783
WEB;WiFi;2021-08-19 09:02:28.189;2021-08-19 09:02:34.356;2040;6167;78
WEB;WiFi;2021-08-19 09:03:07.978;2021-08-19 09:03:11.726;2087;3748;79
WEB;WiFi;2021-08-19 09:03:45.992;2021-08-19 09:03:51.680;1391;5688;949
WEB;WiFi;2021-08-19 09:04:31.017;2021-08-19 09:04:35.016;1880;3999;867
WEB;WiFi;2021-08-19 11:03:33.200;2021-08-19 11:03:37.828;1241;4628;129
WEB;WiFi;2021-08-19 11:04:25.875;2021-08-19 11:04:33.320;2878;7445;663
WEB;WiFi;2021-08-19 11:05:11.826;2021-08-19 11:05:19.465;3170;7639;97
WEB;WiFi;2021-08-19 11:06:01.083;2021-08-19 11:06:05.969;2552;4886;100
WEB;WiFi;2021-08-19 11:06:44.868;2021-08-19 11:06:49.184;2267;4316;630
WEB;WiFi;2021-08-19 11:07:29.262;2021-08-19 11:07:37.066;2344;7804;99
WEB;WiFi;2021-08-19 11:08:13.424;2021-08-19 11:08:22.006;2272;8582;112
WEB;WiFi;2021-08-19 11:09:01.890;2021-08-19 11:09:08.982;2658;7092;84
WEB;WiFi;2021-08-19 11:09:47.655;2021-08-19 11:09:52.572;2913;4917;670
WEB;WiFi;2021-08-19 11:10:36.497;2021-08-19 11:10:40.805;6588;4308;114
WEB;WiFi;2021-08-19 11:11:20.291;2021-08-19 11:11:24.344;2323;4053;75
WEB;WiFi;2021-08-19 11:11:59.495;2021-08-19 11:12:03.231;2894;3736;64
